file,qa_date,datetime_start,serial,serial_in_file,pid,loc,sample_date,study_phase,sampling_rate_minutes,dur,completeness_fl,sample_interval_fl,beacon_time_fl,startup_proc_fl,duration_fl,flag_total,flags,filename_fl
,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA
